"wv","ratio"
740,8.96254684033043
444,6.50997701119928
531,15.1371666110895
650,7.28220554797184
705,8.47130717541889
475,5.94713509808771
560,6.21845179623657
668,7.25838678804156
842,10.5440584867528
717,9.22332324026564
